linux_git_commit,linux_git_tag,file,function,path_id,error_line,candidate_type,severity,condition,exit_type,target_label,error_source_expr,held_resources,cleanup_calls,missing_cleanup_candidates,final_return_expr,evidence,reason
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/btrfs/relocation.c,btrfs_recover_relocation,btrfs_recover_relocation#013,5614,partial_cleanup,P2,ret,goto,out_unset,btrfs_commit_transaction(trans),"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""]","[""btrfs_put_root(fs_root->reloc_root)""]",ret,"{""acquired_resources"": [{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}], ""missing_releases"": [""btrfs_put_root(fs_root->reloc_root)""], ""cleanup_calls"": [""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""], ""final_return_expr"": ""ret""}",cleanup label releases some resources but not all resources acquired before the error path.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/btrfs/relocation.c,btrfs_recover_relocation,btrfs_recover_relocation#013,5614,missing_cleanup,P3,ret,goto,out_unset,btrfs_commit_transaction(trans),"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""]","[""btrfs_put_root(fs_root->reloc_root)""]",ret,"{""acquired_resources"": [{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}], ""missing_releases"": [""btrfs_put_root(fs_root->reloc_root)""], ""cleanup_calls"": [""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""], ""final_return_expr"": ""ret""}",error path exits while resource acquired before error path has no matching release in cleanup.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/btrfs/relocation.c,btrfs_recover_relocation,btrfs_recover_relocation#014,5622,partial_cleanup,P2,IS_ERR(trans),goto,out_clean,btrfs_join_transaction(rc->extent_root),"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""PTR_ERR(trans)"", ""clean_dirty_subvols(rc)"", ""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""]","[""btrfs_put_root(fs_root->reloc_root)""]",ret,"{""acquired_resources"": [{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}], ""missing_releases"": [""btrfs_put_root(fs_root->reloc_root)""], ""cleanup_calls"": [""PTR_ERR(trans)"", ""clean_dirty_subvols(rc)"", ""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""], ""final_return_expr"": ""ret""}",cleanup label releases some resources but not all resources acquired before the error path.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/btrfs/relocation.c,btrfs_recover_relocation,btrfs_recover_relocation#014,5622,missing_cleanup,P3,IS_ERR(trans),goto,out_clean,btrfs_join_transaction(rc->extent_root),"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""PTR_ERR(trans)"", ""clean_dirty_subvols(rc)"", ""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""]","[""btrfs_put_root(fs_root->reloc_root)""]",ret,"{""acquired_resources"": [{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 5492, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}, {""var"": ""fs_root->reloc_root"", ""acquire_func"": ""btrfs_grab_root"", ""resource_type"": ""btrfs_root_ref"", ""release_functions"": [""btrfs_put_root""], ""acquire_line"": 5609, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}], ""missing_releases"": [""btrfs_put_root(fs_root->reloc_root)""], ""cleanup_calls"": [""PTR_ERR(trans)"", ""clean_dirty_subvols(rc)"", ""unset_reloc_control(rc)"", ""reloc_chunk_end(fs_info)"", ""free_reloc_control(rc)"", ""free_reloc_roots(&reloc_roots)"", ""btrfs_free_path(path)"", ""btrfs_fs_incompat(fs_info, REMAP_TREE)"", ""btrfs_grab_root(fs_info->data_reloc_root)"", ""ASSERT(fs_root)"", ""btrfs_orphan_cleanup(fs_root)"", ""btrfs_put_root(fs_root)""], ""final_return_expr"": ""ret""}",error path exits while resource acquired before error path has no matching release in cleanup.
